Material,Morphology,Material (Raw Data),Morphology (Raw Data),Unique_ID,Site,Location,Sample,Particle.x,Color,Plastic.or.not..morphology.,X1st.Order.Morph,Feret,MinFeret,Length,Length..mm.,Min Length (microns),Length (microns),Max Length (microns),Min Width (microns),Width (microns),Max Width (microns),Min Height (Microns),Height (microns),Max Height (Microns),Polymer.Class..openspecy.,Polymer..openspecy.,Min Density (mg/microns3),Density (mg/microns3),Max Density (mg/microns3),Min Volume (microns3),Volume (microns3),Max Volume (microns3),Min Mass (mg),Mass (mg),Max Mass (mg),,,
NA,fiber,,fiber,SUB-4-1-250um_S1_C_15,Lower Harbor,SUB-4-1,SUB-4-1-S1,15,pink,,Fiber,1.075,0.313,1.372,1.372,1303.4,1372,1440.6,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,242000,301000,448000,0.000303,0.000379,0.000574,,,
NA,fiber,,fiber,SUB-4-11-1000um_S1_A_25,Lower Harbor,SUB-4-11,SUB-4-11-S1,25,translucent,,Fiber,1.075,0.716,2.346,2.346,2228.7,2346,2463.3,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,415000,514000,767000,0.000518,0.000647,0.000981,,,
NA,fiber,,fiber,SUB-4-11-250um_S1_C_17,Lower Harbor,SUB-4-11,SUB-4-11-S1,17,translucent,,Fiber,1.074,0.572,1.71,1.71,1624.5,1710,1795.5,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,302000,375000,559000,0.000378,0.000472,0.000715,,,
NA,fiber,,fiber,SUB-4-7-250um_S2_C_41,Lower Harbor,SUB-4-7,SUB-4-7-S2,41,gray,,Fiber,1.073,0.278,1.286,1.286,1221.7,1286,1350.3,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,227000,282000,420000,0.000284,0.000355,0.000538,,,
NA,fiber,,fiber,SUB-4-11-1000um_S1_A_11,Lower Harbor,SUB-4-11,SUB-4-11-S1,11,blue,,Fiber,1.073,0.484,1.646,1.646,1563.7,1646,1728.3,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,291000,361000,538000,0.000364,0.000454,0.000689,,,
NA,fiber,,fiber,SUB-4-7-250um_S1_B_76,Lower Harbor,SUB-4-7,SUB-4-7-S1,76,translucent,,Fiber,1.073,0.411,2.246,2.246,2133.7,2246,2358.3,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,397000,492000,734000,0.000496,0.00062,0.00094,,,
tire wear,rubbery fragment,tire wear,TRWP,SUB-3-6-250um_S1_B_23,Middle Newport Bay,SUB-3-6,SUB-3-6-S1,23,black,,Non-Fiber,0.75,0.459,0,0.75,712.5,750,787.5,436.05,459,481.95,7.5,378.75,481.95,,,1.2E-09,1.45E-09,1.7E-09,2330142.19,130384688,182917194,0.0028,0.189,0.311,,,
NA,fiber,,fiber,SUB-4-4-250um_S1_C_8,Lower Harbor,SUB-4-4,SUB-4-4-S1,8,black,,Fiber,1.071,0.1,1.109,1.109,1053.55,1109,1164.45,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,196000,243000,362000,0.000245,0.000306,0.000464,,,
NA,foam,,foam,SUB-3-9-250um_S1_C_66,Middle Newport Bay,SUB-3-9,SUB-3-9-S1,66,white,,Non-Fiber,0.749,0.459,0,0.749,711.55,749,786.45,436.05,459,481.95,7.49,378.245,481.95,,,2.55E-10,2.77E-10,3.37E-10,2323932.62,130037227,182673305,0.000593,0.036,0.0616,,,
NA,fiber,,fiber,SUB-4-10-250um_S2_B_3,Lower Harbor,SUB-4-10,SUB-4-10-S2,3,translucent,,Fiber,1.07,0.094,1.122,1.122,1065.9,1122,1178.1,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,198000,246000,367000,0.000248,0.00031,0.000469,,,
NA,fiber,,fiber,SUB-4-11-250um_S1_C_69,Lower Harbor,SUB-4-11,SUB-4-11-S1,69,blue,,Fiber,1.07,0.297,1.558,1.558,1480.1,1558,1635.9,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,275000,341000,509000,0.000344,0.00043,0.000652,,,
NA,fiber,,fiber,SUB-4-7-250um_S1_A_60,Lower Harbor,SUB-4-7,SUB-4-7-S1,60,pink,,Fiber,1.069,0.237,1.228,1.228,1166.6,1228,1289.4,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,217000,269000,401000,0.000271,0.000339,0.000514,,,
NA,fiber,,fiber,SUB-4-1-250um_S1_J_2,Lower Harbor,SUB-4-1,SUB-4-1-S1,2,pink,,Fiber,1.069,0.462,1.608,1.608,1527.6,1608,1688.4,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,284000,352000,526000,0.000355,0.000444,0.000673,,,
NA,fiber,,fiber,SUB-4-11-250um_S1_C_20,Lower Harbor,SUB-4-11,SUB-4-11-S1,20,blue,,Fiber,1.069,0.518,2.696,2.696,2561.2,2696,2830.8,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,476000,591000,881000,0.000596,0.000744,0.00113,,,
NA,fragment,,fragment,SUB-1-5-01-250-500um_S1_A_65,Basin I/III,SUB-1-5,SUB-1-5-S1,65,gray,,Non-Fiber,0.685,0.548,0,0.685,650.75,685,719.25,520.6,548,575.4,6.85,345.925,575.4,,,1.03E-09,1.08E-09,1.33E-09,2320646.08,129853327,238133001,0.00239,0.14,0.317,,,
NA,fiber,,fiber,SUB-4-10-250um_S1_A_15,Lower Harbor,SUB-4-10,SUB-4-10-S1,15,blue,,Fiber,1.068,0.173,1.224,1.224,1162.8,1224,1285.2,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,216000,268000,400000,0.00027,0.000338,0.000512,,,
NA,fiber,,fiber,SUB-4-1-250um_S1_A_39,Lower Harbor,SUB-4-1,SUB-4-1-S1,39,translucent,,Fiber,1.067,0.318,1.405,1.405,1334.75,1405,1475.25,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,248000,308000,459000,0.00031,0.000388,0.000588,,,
NA,fragment,,fragment,UNB-3-00-05-500um_C_27,Upper Newport Bay,UNB-3,UNB-3-00-05,27,white,,Non-Fiber,0.755,0.451,0,0.755,717.25,755,792.75,428.45,451,473.55,7.55,381.275,473.55,,,1.07599E-09,1.10533E-09,1.25876E-09,2320158.51,129826044,177773872,0.002496458,0.143500073,0.223775002,,,
NA,fiber,,fiber,SUB-4-11-250um_S1_C_1,Lower Harbor,SUB-4-11,SUB-4-11-S1,1,black,,Fiber,1.066,0.462,1.543,1.543,1465.85,1543,1620.15,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,273000,338000,504000,0.000341,0.000426,0.000646,,,
NA,fiber,,fiber,SUB-4-11-250um_S1_B_3,Lower Harbor,SUB-4-11,SUB-4-11-S1,3,black,,Fiber,1.064,0.227,1.66,1.66,1577,1660,1743,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,293000,364000,543000,0.000367,0.000458,0.000694,,,
NA,fiber,,fiber,SUB-4-1-250um_S1_A_32,Lower Harbor,SUB-4-1,SUB-4-1-S1,32,translucent,,Fiber,1.064,0.707,2.099,2.099,1994.05,2099,2203.95,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,371000,460000,686000,0.000464,0.000579,0.000878,,,
"Nylon 6,6 - Poly(hexamethylene adipamide)",fragment,"nylon 6,6 - poly(hexamethylene adipamide)",fragment,SUB-3-6-250um_S1_B_55,Middle Newport Bay,SUB-3-6,SUB-3-6-S1,55,pink,,Non-Fiber,0.779,0.423,0,0.779,740.05,779,817.95,401.85,423,444.15,7.79,393.395,444.15,Unknown,"nylon 6,6 - poly(hexamethylene adipamide)",1.33E-09,1.33E-09,1.33E-09,2316661.03,129630340,161356361,0.00308,0.172,0.215,,,
NA,fiber,,fiber,SUB-4-10-1000um_S2_A_16,Lower Harbor,SUB-4-10,SUB-4-10-S2,16,blue,,Fiber,1.063,0.082,1.108,1.108,1052.6,1108,1163.4,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,196000,243000,362000,0.000245,0.000306,0.000464,,,
NA,fiber,,fiber,SUB-4-11-1000um_S1_A_13,Lower Harbor,SUB-4-11,SUB-4-11-S1,13,blue,,Fiber,1.063,0.325,1.299,1.299,1234.05,1299,1363.95,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,230000,285000,425000,0.000287,0.000359,0.000543,,,
NA,fiber,,fiber,SUB-4-10-250um_S1_A_32,Lower Harbor,SUB-4-10,SUB-4-10-S1,32,blue,,Fiber,1.063,0.254,1.354,1.354,1286.3,1354,1421.7,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,239000,297000,443000,0.000299,0.000374,0.000566,,,
NA,fiber,,fiber,SUB-4-7-250um_S2_B_22,Lower Harbor,SUB-4-7,SUB-4-7-S2,22,translucent,,Fiber,1.061,0.685,2.056,2.056,1953.2,2056,2158.8,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,363000,450000,672000,0.000454,0.000567,0.00086,,,
NA,fiber,,fiber,SUB-4-10-250um_S1_C_13,Lower Harbor,SUB-4-10,SUB-4-10-S1,13,black,,Fiber,1.059,0.337,2.063,2.063,1959.85,2063,2166.15,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,365000,452000,674000,0.000456,0.000569,0.000863,,,
NA,fiber,,fiber,SUB-4-2-500um_S1_A_43,Lower Harbor,SUB-4-2,SUB-4-2-S1,43,translucent,,Fiber,1.058,0.884,3.397,3.397,3227.15,3397,3566.85,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,600000,744000,1110000,0.00075,0.000938,0.00142,,,
NA,fragment,,fragment,SUB-2-2-G_01 (500-1mm)_S1-_A_47,Basin II,SUB-2-2,SUB-2-2-S1,47,black,,Non-Fiber,0.692,0.535,NA,0.692,657.4,692,726.6,508.25,535,561.75,6.92,349.46,561.75,,,1.03E-09,1.08E-09,1.33E-09,2312134.97,129377081,229288121,0.00238,0.14,0.305,,,
NA,fiber,,fiber,SUB-4-7-500um_S1_A_4,Lower Harbor,SUB-4-7,SUB-4-7-S1,4,black,,Fiber,1.056,0.274,1.297,1.297,1232.15,1297,1361.85,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,229000,284000,424000,0.000286,0.000358,0.000543,,,
NA,fiber,,fiber,SUB-4-1-250um_S1_B_1,Lower Harbor,SUB-4-1,SUB-4-1-S1,1,black,,Fiber,1.056,0.36,1.647,1.647,1564.65,1647,1729.35,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,291000,361000,538000,0.000364,0.000455,0.000689,,,
NA,fiber,,fiber,SUB-4-1-PB_S1_A_6,Lower Harbor,SUB-4-1,SUB-4-1-S1,6,translucent,,Fiber,1.056,0.281,1.673,1.673,1589.35,1673,1756.65,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,296000,366000,547000,0.00037,0.000462,0.0007,,,
NA,fiber,,fiber,SUB-4-7-250um_S1_B_44,Lower Harbor,SUB-4-7,SUB-4-7-S1,44,blue,,Fiber,1.056,0.273,1.874,1.874,1780.3,1874,1967.7,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,331000,410000,613000,0.000414,0.000517,0.000784,,,
NA,fiber,,fiber,SUB-4-11-250um_S1_B_79,Lower Harbor,SUB-4-11,SUB-4-11-S1,79,pink,,Fiber,1.056,0.467,2.739,2.739,2602.05,2739,2875.95,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,484000,600000,895000,0.000605,0.000756,0.00115,,,
NA,fragment,,fragment,SUB-4-5-250um_S1_B_33,Lower Harbor,SUB-4-5,SUB-4-5-S1,33,white,,Non-Fiber,1.667,0.385,0,1.667,1583.65,1667,1750.35,365.75,385,404.25,16.67,200.835,385,,,1.03E-09,1.08E-09,1.33E-09,9655597.19,128894899,272417910,0.00995,0.139,0.362,,,
NA,fiber,,fiber,SUB-4-1-250um_S1_E_24,Lower Harbor,SUB-4-1,SUB-4-1-S1,24,translucent,,Fiber,1.053,0.168,1.141,1.141,1083.95,1141,1198.05,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,202000,250000,373000,0.000252,0.000315,0.000477,,,
PP,film,poly(propylene),film,UNB-2-00-05-1000um_A_16,Upper Newport Bay,UNB-2,UNB-2-00-05,16,clear,,Non-Fiber,1.503,1.127,0,1.503,1427.85,1503,1578.15,1070.65,1127,1183.35,1.503,75.9015,150.3,poly(propylene),poly(propylene),9.98E-10,0.000000001,0.000000001,2297677.59,128568109,280685822,0.00229,0.129,0.281,,,
NA,fiber,,fiber,SUB-4-1-250um_S1_B_36,Lower Harbor,SUB-4-1,SUB-4-1-S1,36,translucent,,Fiber,1.052,0.656,2.113,2.113,2007.35,2113,2218.65,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,373000,463000,691000,0.000467,0.000583,0.000884,,,
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-2-G_01 (500-1mm)_S1-_B_56,Basin II,SUB-2-2,SUB-2-2-S1,56,black,,Non-Fiber,0.785,0.413,NA,0.785,745.75,785,824.25,392.35,413,433.65,7.85,396.425,433.65,,,1.2E-09,1.45E-09,1.7E-09,2296870.85,128522967,155002127,0.00276,0.186,0.264,,,
NA,fiber,,fiber,SUB-4-7-500um_S2_A_40,Lower Harbor,SUB-4-7,SUB-4-7-S2,40,translucent,,Fiber,1.051,0.192,1.209,1.209,1148.55,1209,1269.45,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,214000,265000,395000,0.000267,0.000334,0.000506,,,
NA,fiber,,fiber,SUB-4-10-PB_S2_A_19,Lower Harbor,SUB-4-10,SUB-4-10-S2,19,translucent,,Fiber,1.051,0.365,1.36,1.36,1292,1360,1428,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,240000,298000,445000,0.0003,0.000375,0.000569,,,
NA,fiber,,fiber,SUB-4-10-250um_S2_A_77,Lower Harbor,SUB-4-10,SUB-4-10-S2,77,gray,,Fiber,1.051,0.406,2.243,2.243,2130.85,2243,2355.15,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,396000,491000,733000,0.000495,0.000619,0.000938,,,
NA,fiber,,fiber,SUB-4-9-250um_S1_A_57,Lower Harbor,SUB-4-9,SUB-4-9-S1,57,black,,Fiber,1.049,0.281,1.489,1.489,1414.55,1489,1563.45,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,263000,326000,487000,0.000329,0.000411,0.000623,,,
NA,fragment,,fragment,UNB-2-00-05-500um_A_109,Upper Newport Bay,UNB-2,UNB-2-00-05,109,clear,,Non-Fiber,0.772,0.427,0,0.772,733.4,772,810.6,405.65,427,448.35,7.72,389.86,448.35,,,1.07599E-09,1.10533E-09,1.25876E-09,2296728.64,128515010,162944966,0.002471247,0.142050954,0.205108938,,,
NA,fragment,,fragment,SUB-4-5-250um_S1_B_65,Lower Harbor,SUB-4-5,SUB-4-5-S1,65,black,,Non-Fiber,0.692,0.531,0,0.692,657.4,692,726.6,504.45,531,557.55,6.92,349.46,557.55,,,1.03E-09,1.08E-09,1.33E-09,2294847.98,128409776,225872331,0.00236,0.139,0.3,,,
PE,fragment,poly(ethylene),fragment,SUB-4-10-250um_S2_A_53,Lower Harbor,SUB-4-10,SUB-4-10-S2,53,translucent,,Non-Fiber,0.728,0.479,0,0.728,691.6,728,764.4,455.05,479,502.95,7.28,367.64,502.95,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.7E-09,2291107.58,128200480,193361632,0.00208,0.129,0.329,,,
NA,fragment,,fragment,SUB-3-3-250um_S1_B_52,Middle Newport Bay,SUB-3-3,SUB-3-3-S1,52,translucent,,Non-Fiber,1.45,0.413,1.731,1.45,1377.5,1450,1522.5,392.35,413,433.65,14.5,213.75,413,,,1.03E-09,1.08E-09,1.33E-09,7836700.81,128004188,272675868,0.00807,0.138,0.363,,,
NA,fiber,,fiber,SUB-4-2-250um_S1_B_4,Lower Harbor,SUB-4-2,SUB-4-2-S1,4,blue,,Fiber,1.046,0.079,1.125,1.125,1068.75,1125,1181.25,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,199000,246000,368000,0.000249,0.00031,0.000471,,,
NA,film,,film,SUB-4-9-500um_S1_A_12,Lower Harbor,SUB-4-9,SUB-4-9-S1,12,white,,Non-Fiber,1.896,0.705,0,1.896,1801.2,1896,1990.8,669.75,705,740.25,1.896,95.748,189.6,,,1.02E-09,1.07E-09,1.43E-09,2287246.62,127984437,279411567,0.00233,0.137,0.4,,,
NA,fiber,,fiber,SUB-4-9-250um_S1_A_15,Lower Harbor,SUB-4-9,SUB-4-9-S1,15,blue,,Fiber,1.045,0.578,1.722,1.722,1635.9,1722,1808.1,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,304000,377000,563000,0.00038,0.000475,0.00072,,,
NA,fiber,,fiber,SUB-4-7-250um_S1_A_14,Lower Harbor,SUB-4-7,SUB-4-7-S1,14,pink,,Fiber,1.045,0.658,1.887,1.887,1792.65,1887,1981.35,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,333000,413000,617000,0.000417,0.000521,0.000789,,,
NA,fiber,,fiber,SUB-4-10-250um_S2_B_24,Lower Harbor,SUB-4-10,SUB-4-10-S2,24,translucent,,Fiber,1.044,0.219,1.185,1.185,1125.75,1185,1244.25,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,209000,260000,387000,0.000262,0.000327,0.000496,,,
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_H_6,Basin II,SUB-2-3,SUB-2-3-S1,6,black,,Non-Fiber,0.708,0.505,0,0.708,672.6,708,743.4,479.75,505,530.25,7.08,357.54,530.25,,,1.2E-09,1.45E-09,1.7E-09,2284573.34,127834852,209018107,0.00274,0.185,0.355,,,
NA,fiber,,fiber,SUB-4-11-250um_S1_C_78,Lower Harbor,SUB-4-11,SUB-4-11-S1,78,black,,Fiber,1.043,0.277,1.415,1.415,1344.25,1415,1485.75,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,250000,310000,462000,0.000313,0.000391,0.000592,,,
NA,fiber,,fiber,SUB-4-7-250um_S1_A_47,Lower Harbor,SUB-4-7,SUB-4-7-S1,47,blue,,Fiber,1.042,0.167,1.153,1.153,1095.35,1153,1210.65,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,204000,253000,377000,0.000255,0.000318,0.000482,,,
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_F_42,Basin II,SUB-2-3,SUB-2-3-S1,42,black,,Non-Fiber,0.777,0.419,0,0.777,738.15,777,815.85,398.05,419,439.95,7.77,392.385,439.95,,,1.2E-09,1.45E-09,1.7E-09,2282986.12,127746038,157912665,0.00274,0.185,0.268,,,
NA,fiber,,fiber,SUB-4-11-1000um_S1_A_24,Lower Harbor,SUB-4-11,SUB-4-11-S1,24,gray,,Fiber,1.041,0.12,1.087,1.087,1032.65,1087,1141.35,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,192000,238000,355000,0.00024,0.0003,0.000455,,,
NA,fiber,,fiber,SUB-4-1-250um_S1_D_8,Lower Harbor,SUB-4-1,SUB-4-1-S1,8,translucent,,Fiber,1.041,0.547,1.981,1.981,1881.95,1981,2080.05,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,350000,434000,647000,0.000438,0.000547,0.000829,,,
NA,fiber,,fiber,SUB-4-2-250um_S1_E_4,Lower Harbor,SUB-4-2,SUB-4-2-S1,4,translucent,,Fiber,1.04,0.649,1.819,1.819,1728.05,1819,1909.95,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,321000,398000,595000,0.000402,0.000502,0.000761,,,
NA,fiber,,fiber,SUB-4-9-250um_S2_B_42,Lower Harbor,SUB-4-9,SUB-4-9-S2,42,blue,,Fiber,1.039,0.1,1.083,1.083,1028.85,1083,1137.15,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,191000,237000,354000,0.000239,0.000299,0.000453,,,
NA,fiber,,fiber,SUB-4-9-250um_S1_B_39,Lower Harbor,SUB-4-9,SUB-4-9-S1,39,blue,,Fiber,1.039,0.462,1.492,1.492,1417.4,1492,1566.6,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,264000,327000,488000,0.00033,0.000412,0.000624,,,
NA,fiber,,fiber,SUB-4-9-250um_S1_A_63,Lower Harbor,SUB-4-9,SUB-4-9-S1,63,purple,,Fiber,1.039,0.358,2.104,2.104,1998.8,2104,2209.2,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,372000,461000,688000,0.000465,0.000581,0.00088,,,
NA,fiber,,fiber,SUB-4-1-250um_S1_B_33,Lower Harbor,SUB-4-1,SUB-4-1-S1,33,blue,,Fiber,1.039,0.706,2.221,2.221,2109.95,2221,2332.05,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,392000,486000,726000,0.000491,0.000613,0.000929,,,
NA,fiber,,fiber,SUB-4-11-1000um_S1_A_3,Lower Harbor,SUB-4-11,SUB-4-11-S1,3,translucent,,Fiber,1.039,0.692,3.549,3.549,3371.55,3549,3726.45,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,627000,777000,1160000,0.000784,0.000979,0.00148,,,
NA,film,,film,SUB-3-7-500um_S1_A_18,Middle Newport Bay,SUB-3-7,SUB-3-7-S1,18,gray,,Non-Fiber,1.808,0.772,0,1.808,1717.6,1808,1898.4,733.4,772,810.6,1.808,91.304,180.8,poly(propylene),poly(propylene),1.02E-09,1.07E-09,1.43E-09,2277515.61,127439932,278222822,0.00232,0.136,0.398,,,
NA,fiber,,fiber,SUB-4-9-250um_S1_A_40,Lower Harbor,SUB-4-9,SUB-4-9-S1,40,blue,,Fiber,1.038,0.302,1.313,1.313,1247.35,1313,1378.65,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,232000,288000,429000,0.00029,0.000362,0.000549,,,
NA,fiber,,fiber,SUB-4-7-250um_S2_A_26,Lower Harbor,SUB-4-7,SUB-4-7-S2,26,black,,Fiber,1.038,0.335,1.477,1.477,1403.15,1477,1550.85,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,261000,324000,483000,0.000326,0.000408,0.000618,,,
NA,fiber,,fiber,SUB-4-11-250um_S1_C_64,Lower Harbor,SUB-4-11,SUB-4-11-S1,64,gray,,Fiber,1.037,0.673,2.169,2.169,2060.55,2169,2277.45,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,383000,475000,709000,0.000479,0.000599,0.000907,,,
NA,fiber bundle,,fiber bundle,SUB-4-5-250um_S1_B_62,Lower Harbor,SUB-4-5,SUB-4-5-S1,62,translucent,,Fiber,1.037,0.775,2.539,2.539,2412.05,2539,2665.95,,NA,,,,,,,1.44E-09,1.45E-09,1.46E-09,1554933.1,454613335,1718610266,0.00249,0.00311,0.00471,,,
NA,fiber,,fiber,SUB-4-4-250um_S1_C_11,Lower Harbor,SUB-4-4,SUB-4-4-S1,11,black,,Fiber,1.036,0.307,1.286,1.286,1221.7,1286,1350.3,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,227000,282000,420000,0.000284,0.000355,0.000538,,,
NA,fragment,,fragment,SUB-3-9-250um_S1_B_86,Middle Newport Bay,SUB-3-9,SUB-3-9-S1,86,black,,Non-Fiber,0.738,0.463,0,0.738,701.1,738,774.9,439.85,463,486.15,7.38,372.69,486.15,,,1.03E-09,1.08E-09,1.33E-09,2275835.8,127345937,183141278,0.00234,0.138,0.244,,,
NA,fiber,,fiber,SUB-4-10-500um_S2_A_51,Lower Harbor,SUB-4-10,SUB-4-10-S2,51,translucent,,Fiber,1.035,0.357,1.328,1.328,1261.6,1328,1394.4,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,235000,291000,434000,0.000293,0.000367,0.000556,,,
NA,fiber,,fiber,SUB-4-11-250um_S1_B_67,Lower Harbor,SUB-4-11,SUB-4-11-S1,67,gray,,Fiber,1.034,0.149,1.097,1.097,1042.15,1097,1151.85,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,194000,240000,359000,0.000242,0.000303,0.000459,,,
NA,fiber,,fiber,SUB-4-1-250um_S1_E_32,Lower Harbor,SUB-4-1,SUB-4-1-S1,32,blue,,Fiber,1.034,0.684,1.971,1.971,1872.45,1971,2069.55,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,348000,432000,644000,0.000435,0.000544,0.000825,,,
NA,fiber,,fiber,SUB-4-1-250um_S1_J_47,Lower Harbor,SUB-4-1,SUB-4-1-S1,47,black,,Fiber,1.034,0.641,4.662,4.662,4428.9,4662,4895.1,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,824000,1020000,1520000,0.00103,0.00129,0.00195,,,
NA,fiber,,fiber,SUB-4-10-PB_S2_A_9,Lower Harbor,SUB-4-10,SUB-4-10-S2,9,blue,,Fiber,1.033,0.128,1.162,1.162,1103.9,1162,1220.1,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,205000,255000,380000,0.000257,0.000321,0.000486,,,
tire wear,rubbery fragment,tire wear,TRWP,SUB-4-1-250um_S1_G_3,Lower Harbor,SUB-4-1,SUB-4-1-S1,3,black,,Non-Fiber,0.762,0.434,NA,0.762,723.9,762,800.1,412.3,434,455.7,7.62,384.81,455.7,,,1.2E-09,1.45E-09,1.7E-09,2274295.45,127259745,166150758,0.00273,0.185,0.282,,,
NA,fiber,,fiber,SUB-4-1-250um_S1_E_21,Lower Harbor,SUB-4-1,SUB-4-1-S1,21,black,,Fiber,1.031,0.475,1.677,1.677,1593.15,1677,1760.85,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,296000,367000,548000,0.00037,0.000463,0.000702,,,
CA,fragment,cellulose acetate,fragment,SUB-4-11-250um_S1_B_42,Lower Harbor,SUB-4-11,SUB-4-11-S1,42,white,,Non-Fiber,0.723,0.482,0,0.723,686.85,723,759.15,457.9,482,506.1,7.23,365.115,506.1,cellulose derivatives (ether cellulose),cellulose acetate,1.27E-09,1.3E-09,1.33E-09,2273897.29,127237466,194446563,0.00289,0.165,0.259,,,
tire wear,rubbery fragment,tire wear,TRWP,SUB-1-2-01-250-500um_S1_C_49,Basin I/III,SUB-1-2,SUB-1-2-S1,49,black,,Non-Fiber,1.054,0.486,0,1.054,1001.3,1054,1106.7,461.7,486,510.3,10.54,248.27,486,,,1.2E-09,1.45E-09,1.7E-09,4872644.21,127174818,274468019,0.00585,0.184,0.467,,,
