Material,Morphology,Material (Raw Data),Morphology (Raw Data),Unique_ID,Site,Location,Sample,Particle.x,Color,Plastic.or.not..morphology.,X1st.Order.Morph,Feret,MinFeret,Length,Length..mm.,Min Length (microns),Length (microns),Max Length (microns),Min Width (microns),Width (microns),Max Width (microns),Min Height (Microns),Height (microns),Max Height (Microns),Polymer.Class..openspecy.,Polymer..openspecy.,Min Density (mg/microns3),Density (mg/microns3),Max Density (mg/microns3),Min Volume (microns3),Volume (microns3),Max Volume (microns3),Min Mass (mg),Mass (mg),Max Mass (mg),OS_Plastic_Not
"Nylon 6,6 - Poly(hexamethylene adipamide)",fragment,"nylon 6,6 - poly(hexamethylene adipamide)",fragment,UNB-3-30-35-500um_A_26,Upper Newport Bay,UNB-3,UNB-3-30-35,26,yellow,,Non-Fiber,2.227,0.554,0,2.227,2115.65,2227,2338.35,526.3,554,581.7,22.27,288.135,554,poly(acrylamide/amid)s,"nylon 6,6 - poly(hexamethylene adipamide)",1.33E-09,1.33E-09,1.33E-09,24796901.1,355488861,753560880,3.30E-02,4.73E-01,1.00E+00,
Poly(2-hydroxyethyl methacrylate),fragment,poly(2-hydroxyethyl methacrylate),fragment,UNB-3-15-20-1000um_C_13,Upper Newport Bay,UNB-3,UNB-3-15-20,13,clear,,Non-Fiber,2.873,1.82,0,2.873,2729.35,2873,3016.65,1729,1820,1911,28.73,1450.865,1911,polyhydroxy(meth)acrylates,poly(2-hydroxyethyl methacrylate),1.22E-09,1.25E-09,1.28E-09,135578196,7586369964,1.10E+10,1.65E-01,9.48E+00,1.41E+01,
PET,fragment,poly(ethylene terephthalate),fragment,UNB-1-05-10-500um_B_35,Upper Newport Bay,UNB-1,UNB-1-05-10,35,black,,Non-Fiber,0.736,0.289,0,0.736,699.2,736,772.8,274.55,289,303.45,7.36,148.18,289,poly(esters/ethers/diglycidylethers/terephthalates)s,poly(ethylene terephthalate),1.44E-09,1.45E-09,1.46E-09,1412865.05,31518478.7,67772280.2,2.03E-03,4.57E-02,9.89E-02,
PET,fragment,poly(ethylene terephthalate),fragment,UNB-2-00-05-1000um_A_33,Upper Newport Bay,UNB-2,UNB-2-00-05,33,clear,,Non-Fiber,1.585,1.185,0,1.585,1505.75,1585,1664.25,1125.75,1185,1244.25,15.85,800.425,1244.25,poly(esters/ethers/diglycidylethers/terephthalates)s,poly(ethylene terephthalate),1.44E-09,1.45E-09,1.46E-09,26867304.3,1503378246,2576522056,3.87E-02,2.18E+00,3.76E+00,
PET,fragment,poly(ethylene terephthalate),fragment,UNB-2-00-05-1000um_B_2,Upper Newport Bay,UNB-2,UNB-2-00-05,2,clear,,Non-Fiber,3.395,1.609,0,3.395,3225.25,3395,3564.75,1528.55,1609,1689.45,33.95,821.475,1609,poly(esters/ethers/diglycidylethers/terephthalates)s,poly(ethylene terephthalate),1.44E-09,1.45E-09,1.46E-09,167372002,4487352369,9690149222,2.41E-01,6.51E+00,1.41E+01,
PET,fragment,poly(ethylene terephthalate),fragment,UNB-2-00-05-500um_B_16,Upper Newport Bay,UNB-2,UNB-2-00-05,16,green,,Non-Fiber,0.471,0.243,0,0.471,447.45,471,494.55,230.85,243,255.15,4.71,237.855,255.15,poly(esters/ethers/diglycidylethers/terephthalates)s,poly(ethylene terephthalate),1.44E-09,1.45E-09,1.46E-09,486513.951,27223218.3,32195958,7.01E-04,3.95E-02,4.70E-02,
PET,fragment,poly(ethylene terephthalate),fragment,UNB-2-05-10-500um_C_36,Upper Newport Bay,UNB-2,UNB-2-05-10,36,white,,Non-Fiber,1.015,0.776,0,1.015,964.25,1015,1065.75,737.2,776,814.8,10.15,512.575,814.8,Unknown,poly(ethylene terephthalate),1.44E-09,1.45E-09,1.46E-09,7215077.77,403724573,707550402,1.04E-02,5.85E-01,1.03E+00,
PET,fragment,poly(ethylene terephthalate),fragment,UNB-2-15-20-500um_B_25,Upper Newport Bay,UNB-2,UNB-2-15-20,25,white,,Non-Fiber,1.416,0.87,0,1.416,1345.2,1416,1486.8,826.5,870,913.5,14.16,715.08,913.5,Unknown,poly(ethylene terephthalate),1.44E-09,1.45E-09,1.46E-09,15743198.4,880921354,1240708209,2.27E-02,1.28E+00,1.81E+00,
PET,fragment,poly(ethylene terephthalate),fragment,UNB-3-00-05-1000um_E_6,Upper Newport Bay,UNB-3,UNB-3-00-05,6,white,,Non-Fiber,1.751,1.182,0,1.751,1663.45,1751,1838.55,1122.9,1182,1241.1,17.51,884.255,1241.1,Unknown,poly(ethylene terephthalate),1.44E-09,1.45E-09,1.46E-09,32706719,1830126657,2831972269,4.71E-02,2.65E+00,4.13E+00,
PE,fragment,poly(ethylene),fragment,UNB-1-00-05-1000um_A_15,Upper Newport Bay,UNB-1,UNB-1-00-05,15,black,,Non-Fiber,1.887,1.416,0,1.887,1792.65,1887,1981.35,1345.2,1416,1486.8,18.87,952.935,1486.8,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.70E-09,45504491.4,2546234697,4379921270,4.13E-02,2.57E+00,7.45E+00,
PE,fragment,poly(ethylene),fragment,UNB-1-00-05-1000um_A_9,Upper Newport Bay,UNB-1,UNB-1-00-05,9,black,,Non-Fiber,3.782,1.735,0,3.782,3592.9,3782,3971.1,1648.25,1735,1821.75,37.82,886.41,1735,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.70E-09,223969943,5816418546,1.26E+10,2.03E-01,5.87E+00,2.13E+01,
PE,fragment,poly(ethylene),fragment,UNB-1-00-05-500um_A_23,Upper Newport Bay,UNB-1,UNB-1-00-05,23,pink,,Non-Fiber,1.608,1.088,0,1.608,1527.6,1608,1688.4,1033.6,1088,1142.4,16.08,812.04,1142.4,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.70E-09,25389151.9,1420667228,2203493290,2.31E-02,1.43E+00,3.75E+00,
PE,fragment,poly(ethylene),fragment,UNB-1-05-10-1000um_A_31,Upper Newport Bay,UNB-1,UNB-1-05-10,31,blue,,Non-Fiber,2.401,0.186,0,2.401,2280.95,2401,2521.05,176.7,186,195.3,24.01,105.005,186,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.70E-09,9677083.2,46893762.9,91579158.1,8.79E-03,4.74E-02,1.56E-01,
PE,fragment,poly(ethylene),fragment,UNB-1-05-10-500um_A_11,Upper Newport Bay,UNB-1,UNB-1-05-10,11,clear,,Non-Fiber,0.807,0.494,0,0.807,766.65,807,847.35,469.3,494,518.7,8.07,407.535,518.7,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.70E-09,2903495.98,162467088,227979255,2.64E-03,1.64E-01,3.88E-01,
PE,fragment,poly(ethylene),fragment,UNB-1-05-10-500um_A_29,Upper Newport Bay,UNB-1,UNB-1-05-10,29,gray,,Non-Fiber,0.645,0.388,0,0.645,612.75,645,677.25,368.6,388,407.4,6.45,325.725,407.4,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.70E-09,1456794.74,81515938.5,112406406,1.32E-03,8.23E-02,1.91E-01,
PE,fragment,poly(ethylene),fragment,UNB-1-05-10-500um_A_38,Upper Newport Bay,UNB-1,UNB-1-05-10,38,gray,,Non-Fiber,1.249,1.057,0,1.249,1186.55,1249,1311.45,1004.15,1057,1109.85,12.49,630.745,1109.85,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.70E-09,14881512.5,832705134,1615400862,1.35E-02,8.41E-01,2.75E+00,
PE,fragment,poly(ethylene),fragment,UNB-1-05-10-500um_A_8,Upper Newport Bay,UNB-1,UNB-1-05-10,8,white,,Non-Fiber,1.179,0.765,0,1.179,1120.05,1179,1237.95,726.75,765,803.25,11.79,595.395,803.25,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.70E-09,9597016.82,537007589,798738416,8.71E-03,5.42E-01,1.36E+00,
PE,fragment,poly(ethylene),fragment,UNB-1-05-10-500um_B_10,Upper Newport Bay,UNB-1,UNB-1-05-10,10,white,,Non-Fiber,1.214,1.018,0,1.214,1153.3,1214,1274.7,967.1,1018,1068.9,12.14,613.07,1068.9,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.70E-09,13540427.1,757663786,1456404929,1.23E-02,7.65E-01,2.48E+00,
PE,fragment,poly(ethylene),fragment,UNB-1-10-15-1000um_A_2,Upper Newport Bay,UNB-1,UNB-1-10-15,2,clear,,Non-Fiber,0.651,0.4,0,0.651,618.45,651,683.55,380,400,420,6.51,328.755,420,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.70E-09,1529921.61,85607802,120578220,1.39E-03,8.65E-02,2.05E-01,
PE,fragment,poly(ethylene),fragment,UNB-1-10-15-500um_B_28,Upper Newport Bay,UNB-1,UNB-1-10-15,28,black,,Non-Fiber,0.682,0.426,0,0.682,647.9,682,716.1,404.7,426,447.3,6.82,344.41,447.3,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.70E-09,1788238.99,100062126,143275347,1.62E-03,1.01E-01,2.44E-01,
PE,fragment,poly(ethylene),fragment,UNB-1-20-25-500um_A_4,Upper Newport Bay,UNB-1,UNB-1-20-25,4,blue,,Non-Fiber,1.695,0.67,0,1.695,1610.25,1695,1779.75,636.5,670,703.5,16.95,343.475,670,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.70E-09,17372463.9,390067384,838876264,1.58E-02,3.94E-01,1.43E+00,
PE,fragment,poly(ethylene),fragment,UNB-1-25-30-1000um_A_2,Upper Newport Bay,UNB-1,UNB-1-25-30,2,clear,,Non-Fiber,1.582,0.829,0,1.582,1502.9,1582,1661.1,787.55,829,870.45,15.82,798.91,870.45,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.70E-09,18724692.7,1047752889,1258587568,1.70E-02,1.06E+00,2.14E+00,
PE,fragment,poly(ethylene),fragment,UNB-2-00-05-500um_A_47,Upper Newport Bay,UNB-2,UNB-2-00-05,47,blue,,Non-Fiber,0.595,0.25,0,0.595,565.25,595,624.75,237.5,250,262.5,5.95,127.975,250,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.70E-09,798768.906,19036281.3,40999218.8,7.25E-04,1.92E-02,6.97E-02,
PE,fragment,poly(ethylene),fragment,UNB-2-00-05-500um_A_88,Upper Newport Bay,UNB-2,UNB-2-00-05,88,white,,Non-Fiber,0.848,0.288,0,0.848,805.6,848,890.4,273.6,288,302.4,8.48,148.24,288,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.70E-09,1869095.12,36203765.8,77546004.5,1.70E-03,3.66E-02,1.32E-01,
PE,fragment,poly(ethylene),fragment,UNB-2-00-05-500um_A_93,Upper Newport Bay,UNB-2,UNB-2-00-05,93,clear,,Non-Fiber,0.77,0.359,0,0.77,731.5,770,808.5,341.05,359,376.95,7.7,183.35,359,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.70E-09,1920981.18,50683440.5,109410303,1.74E-03,5.12E-02,1.86E-01,
PE,fragment,poly(ethylene),fragment,UNB-2-00-05-500um_A_94,Upper Newport Bay,UNB-2,UNB-2-00-05,94,gray,,Non-Fiber,0.491,0.249,0,0.491,466.45,491,515.55,236.55,249,261.45,4.91,247.955,261.45,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.70E-09,541763.25,30314730.3,35240988.6,4.92E-04,3.06E-02,5.99E-02,
PE,fragment,poly(ethylene),fragment,UNB-2-00-05-500um_B_21,Upper Newport Bay,UNB-2,UNB-2-00-05,21,clear,,Non-Fiber,0.451,0.342,0,0.451,428.45,451,473.55,324.9,342,359.1,4.51,227.755,359.1,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.70E-09,627807.357,35129386.7,61065603.2,5.70E-04,3.55E-02,1.04E-01,
PE,fragment,poly(ethylene),fragment,UNB-2-00-05-500um_B_41,Upper Newport Bay,UNB-2,UNB-2-00-05,41,blue,,Non-Fiber,0.412,0.226,0,0.412,391.4,412,432.6,214.7,226,237.3,4.12,208.06,237.3,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.70E-09,346218.35,19372882.7,24360264.1,3.14E-04,1.96E-02,4.14E-02,
PE,fragment,poly(ethylene),fragment,UNB-2-00-05-500um_B_8,Upper Newport Bay,UNB-2,UNB-2-00-05,8,black,,Non-Fiber,0.912,0.351,0,0.912,866.4,912,957.6,333.45,351,368.55,9.12,180.06,351,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.70E-09,2634777.85,57639366.7,123876141,2.39E-03,5.82E-02,2.11E-01,
PE,fragment,poly(ethylene),fragment,UNB-2-05-10-500um_A_50,Upper Newport Bay,UNB-2,UNB-2-05-10,50,clear,,Non-Fiber,0.839,0.52,0,0.839,797.05,839,880.95,494,520,546,8.39,423.695,546,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.70E-09,3303501.25,184849655,262625290,3.00E-03,1.87E-01,4.46E-01,
PE,fragment,poly(ethylene),fragment,UNB-2-05-10-500um_A_56,Upper Newport Bay,UNB-2,UNB-2-05-10,56,white,,Non-Fiber,0.873,0.609,0,0.873,829.35,873,916.65,578.55,609,639.45,8.73,440.865,639.45,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.70E-09,4188832.46,234388963,374814796,3.80E-03,2.37E-01,6.37E-01,
PE,fragment,poly(ethylene),fragment,UNB-2-05-10-500um_B_18,Upper Newport Bay,UNB-2,UNB-2-05-10,18,black,,Non-Fiber,0.99,0.712,0,0.99,940.5,990,1039.5,676.4,712,747.6,9.9,499.95,747.6,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.70E-09,6297926.58,352404756,580982538,5.72E-03,3.56E-01,9.88E-01,
PE,fragment,poly(ethylene),fragment,UNB-2-05-10-500um_C_25,Upper Newport Bay,UNB-2,UNB-2-05-10,25,white,,Non-Fiber,0.849,0.665,0,0.849,806.55,849,891.45,631.75,665,698.25,8.49,428.745,698.25,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.70E-09,4325977.3,242062996,434629178,3.93E-03,2.44E-01,7.39E-01,
PE,fragment,poly(ethylene),fragment,UNB-2-05-10-500um_C_5,Upper Newport Bay,UNB-2,UNB-2-05-10,5,clear,,Non-Fiber,0.695,0.429,0,0.695,660.25,695,729.75,407.55,429,450.45,6.95,350.975,450.45,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.70E-09,1870139.97,104644951,148070072,1.70E-03,1.06E-01,2.52E-01,
PE,fragment,poly(ethylene),fragment,UNB-2-10-15-500um_A_53,Upper Newport Bay,UNB-2,UNB-2-10-15,53,clear,,Non-Fiber,1.956,0.761,0,1.956,1858.2,1956,2053.8,722.95,761,799.05,19.56,390.28,761,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.70E-09,26276624.1,580938024,1248868645,2.39E-02,5.87E-01,2.12E+00,
PE,fragment,poly(ethylene),fragment,UNB-2-10-15-500um_A_72,Upper Newport Bay,UNB-2,UNB-2-10-15,72,clear,,Non-Fiber,0.934,0.605,0,0.934,887.3,934,980.7,574.75,605,635.25,9.34,471.67,635.25,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.70E-09,4763172.8,266526567,395754191,4.32E-03,2.69E-01,6.73E-01,
PE,fragment,poly(ethylene),fragment,UNB-2-15-20-500um_A_56,Upper Newport Bay,UNB-2,UNB-2-15-20,56,clear,,Non-Fiber,0.854,0.573,0,0.854,811.3,854,896.7,544.35,573,601.65,8.54,431.27,601.65,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.70E-09,3771530.06,211038524,324589907,3.42E-03,2.13E-01,5.52E-01,
PE,fragment,poly(ethylene),fragment,UNB-2-15-20-500um_B_13,Upper Newport Bay,UNB-2,UNB-2-15-20,13,gray,,Non-Fiber,1.418,0.733,0,1.418,1347.1,1418,1488.9,696.35,733,769.65,14.18,716.09,769.65,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.70E-09,13301592.7,744299649,881966475,1.21E-02,7.52E-01,1.50E+00,
PE,fragment,poly(ethylene),fragment,UNB-2-15-20-500um_B_19,Upper Newport Bay,UNB-2,UNB-2-15-20,19,white,,Non-Fiber,1.657,1.247,0,1.657,1574.15,1657,1739.85,1184.65,1247,1309.35,16.57,836.785,1309.35,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.70E-09,30900014.3,1729031273,2982794356,2.81E-02,1.75E+00,5.07E+00,
PE,fragment,poly(ethylene),fragment,UNB-2-15-20-500um_B_26,Upper Newport Bay,UNB-2,UNB-2-15-20,26,white,,Non-Fiber,1.59,0.501,0,1.59,1510.5,1590,1669.5,475.95,501,526.05,15.9,258.45,501,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.70E-09,11430867.4,205878686,439998478,1.04E-02,2.08E-01,7.48E-01,
PE,fragment,poly(ethylene),fragment,UNB-2-15-20-500um_B_4,Upper Newport Bay,UNB-2,UNB-2-15-20,4,white,,Non-Fiber,1.236,0.781,0,1.236,1174.2,1236,1297.8,741.95,781,820.05,12.36,624.18,820.05,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.70E-09,10768003.4,602530941,872747143,9.78E-03,6.09E-01,1.48E+00,
PE,fragment,poly(ethylene),fragment,UNB-2-15-20-500um_B_6,Upper Newport Bay,UNB-2,UNB-2-15-20,6,blue,,Non-Fiber,0.916,0.662,0,0.916,870.2,916,961.8,628.9,662,695.1,9.16,462.58,695.1,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.70E-09,5012982.02,280504811,464707145,4.55E-03,2.83E-01,7.90E-01,
PE,fragment,poly(ethylene),fragment,UNB-2-20-25-500um_A_13,Upper Newport Bay,UNB-2,UNB-2-20-25,13,blue,,Non-Fiber,0.946,0.638,0,0.946,898.7,946,993.3,606.1,638,669.9,9.46,477.73,669.9,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.70E-09,5152881.58,288332986,445759278,4.68E-03,2.91E-01,7.58E-01,
PE,fragment,poly(ethylene),fragment,UNB-2-20-25-500um_A_14,Upper Newport Bay,UNB-2,UNB-2-20-25,14,white,,Non-Fiber,1.506,1.113,0,1.506,1430.7,1506,1581.3,1057.35,1113,1168.65,15.06,760.53,1168.65,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.70E-09,22782024.7,1274783654,2159649125,2.07E-02,1.29E+00,3.67E+00,
PE,fragment,poly(ethylene),fragment,UNB-2-20-25-500um_B_37,Upper Newport Bay,UNB-2,UNB-2-20-25,37,white,,Non-Fiber,1.134,0.992,0,1.134,1077.3,1134,1190.7,942.4,992,1041.6,11.34,572.67,1041.6,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.70E-09,11512906.9,644212518,1291826818,1.05E-02,6.51E-01,2.20E+00,
PE,fragment,poly(ethylene),fragment,UNB-2-25-30-1000um_A_11,Upper Newport Bay,UNB-2,UNB-2-25-30,11,white,,Non-Fiber,3.575,2.167,0,3.575,3396.25,3575,3753.75,2058.65,2167,2275.35,35.75,1805.375,2275.35,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.70E-09,249952920,1.40E+10,1.94E+10,2.27E-01,1.41E+01,3.30E+01,
PE,fragment,poly(ethylene),fragment,UNB-2-25-30-500um_A_26,Upper Newport Bay,UNB-2,UNB-2-25-30,26,gray,,Non-Fiber,1.78,1.154,0,1.78,1691,1780,1869,1096.3,1154,1211.7,17.8,898.9,1211.7,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.70E-09,32998410.7,1846448468,2744097367,3.00E-02,1.86E+00,4.66E+00,
PE,fragment,poly(ethylene),fragment,UNB-2-40-45-500um_A_26,Upper Newport Bay,UNB-2,UNB-2-40-45,26,clear,,Non-Fiber,1.813,1.194,0,1.813,1722.35,1813,1903.65,1134.3,1194,1253.7,18.13,915.565,1253.7,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.70E-09,35419884.9,1981943698,2992087948,3.22E-02,2.00E+00,5.09E+00,
PE,fragment,poly(ethylene),fragment,UNB-3-00-05-1000um_B_14,Upper Newport Bay,UNB-3,UNB-3-00-05,14,white,,Non-Fiber,2.969,1.777,0,2.969,2820.55,2969,3117.45,1688.15,1777,1865.85,29.69,1499.345,1865.85,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.70E-09,141369276,7910413777,1.09E+10,1.28E-01,7.99E+00,1.85E+01,
PE,fragment,poly(ethylene),fragment,UNB-3-00-05-1000um_E_5,Upper Newport Bay,UNB-3,UNB-3-00-05,5,green,,Non-Fiber,2.884,1.236,0,2.884,2739.8,2884,3028.2,1174.2,1236,1297.8,28.84,632.42,1236,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.70E-09,92780389.9,2254339510,4857477479,8.42E-02,2.28E+00,8.26E+00,
PE,fragment,poly(ethylene),fragment,UNB-3-00-05-500um_A_32,Upper Newport Bay,UNB-3,UNB-3-00-05,32,black,,Non-Fiber,0.794,0.474,0,0.794,754.3,794,833.7,450.3,474,497.7,7.94,400.97,497.7,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.70E-09,2696910.64,150907465,206511900,2.45E-03,1.52E-01,3.51E-01,
PE,fragment,poly(ethylene),fragment,UNB-3-00-05-500um_A_37,Upper Newport Bay,UNB-3,UNB-3-00-05,37,white,,Non-Fiber,1.774,0.52,0,1.774,1685.3,1774,1862.7,494,520,546,17.74,268.87,520,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.70E-09,14769227.7,248027198,528857784,1.34E-02,2.51E-01,8.99E-01,
PE,fragment,poly(ethylene),fragment,UNB-3-00-05-500um_A_5,Upper Newport Bay,UNB-3,UNB-3-00-05,5,white,,Non-Fiber,5.785,1.635,0,5.785,5495.75,5785,6074.25,1553.25,1635,1716.75,57.85,846.425,1635,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.70E-09,493823433,8005889702,1.71E+10,4.48E-01,8.09E+00,2.90E+01,
PE,fragment,poly(ethylene),fragment,UNB-3-00-05-500um_A_54,Upper Newport Bay,UNB-3,UNB-3-00-05,54,clear,,Non-Fiber,1.523,0.536,0,1.523,1446.85,1523,1599.15,509.2,536,562.8,15.23,275.615,536,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.70E-09,11220489.6,224992242,482400868,1.02E-02,2.27E-01,8.20E-01,
PE,fragment,poly(ethylene),fragment,UNB-3-05-10-1000um_B_23,Upper Newport Bay,UNB-3,UNB-3-05-10,23,gray,,Non-Fiber,7.98,6.29,0,7.98,7581,7980,8379,5975.5,6290,6604.5,79.8,4029.9,6604.5,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.70E-09,3614961187,2.02E+11,3.65E+11,3.28E+00,2.04E+02,6.21E+02,
PE,fragment,poly(ethylene),fragment,UNB-3-05-10-1000um_B_28,Upper Newport Bay,UNB-3,UNB-3-05-10,28,black,,Non-Fiber,3.375,1.522,0,3.375,3206.25,3375,3543.75,1445.9,1522,1598.1,33.75,777.875,1522,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.70E-09,156462195,3995749406,8619492184,1.42E-01,4.04E+00,1.47E+01,
PE,fragment,poly(ethylene),fragment,UNB-3-05-10-1000um_C_31,Upper Newport Bay,UNB-3,UNB-3-05-10,31,clear,,Non-Fiber,1.734,1.445,0,1.734,1647.3,1734,1820.7,1372.75,1445,1517.25,17.34,875.67,1517.25,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.70E-09,39211480.8,2194105022,4191337997,3.56E-02,2.22E+00,7.13E+00,
PE,fragment,poly(ethylene),fragment,UNB-3-05-10-1000um_D_15,Upper Newport Bay,UNB-3,UNB-3-05-10,15,gray,,Non-Fiber,2.391,1.276,0,2.391,2271.45,2391,2510.55,1212.2,1276,1339.8,23.91,1207.455,1339.8,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.70E-09,65835029.9,3683843779,4506598026,5.98E-02,3.72E+00,7.66E+00,
PE,fragment,poly(ethylene),fragment,UNB-3-05-10-1000um_E_13,Upper Newport Bay,UNB-3,UNB-3-05-10,13,white,,Non-Fiber,2.842,1.336,0,2.842,2699.9,2842,2984.1,1269.2,1336,1402.8,28.42,682.21,1336,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.70E-09,97387185.7,2590291336,5592623561,8.84E-02,2.62E+00,9.51E+00,
PE,fragment,poly(ethylene),fragment,UNB-3-10-15-1000um_B_15,Upper Newport Bay,UNB-3,UNB-3-10-15,15,pink,,Non-Fiber,3.688,0.567,0,3.688,3503.6,3688,3872.4,538.65,567,595.35,36.88,301.94,567,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.70E-09,69600457.5,631385526,1307180704,6.32E-02,6.38E-01,2.22E+00,
PE,fragment,poly(ethylene),fragment,UNB-3-10-15-1000um_C_10,Upper Newport Bay,UNB-3,UNB-3-10-15,10,white,,Non-Fiber,2.516,1.12,0,2.516,2390.2,2516,2641.8,1064,1120,1176,25.16,572.58,1120,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.70E-09,63986227.6,1613484634,3479567616,5.81E-02,1.63E+00,5.92E+00,
PE,fragment,poly(ethylene),fragment,UNB-3-10-15-1000um_C_25,Upper Newport Bay,UNB-3,UNB-3-10-15,25,black,,Non-Fiber,4.244,3.194,0,4.244,4031.8,4244,4456.2,3034.3,3194,3353.7,42.44,2143.22,3353.7,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.70E-09,519197835,2.91E+10,5.01E+10,4.71E-01,2.93E+01,8.52E+01,
PE,fragment,poly(ethylene),fragment,UNB-3-10-15-1000um_C_7,Upper Newport Bay,UNB-3,UNB-3-10-15,7,gray,,Non-Fiber,4.393,1.67,0,4.393,4173.35,4393,4612.65,1586.5,1670,1753.5,43.93,856.965,1670,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.70E-09,290861399,6286960899,1.35E+10,2.64E-01,6.35E+00,2.30E+01,
PE,fragment,poly(ethylene),fragment,UNB-3-15-20-1000um_C_14,Upper Newport Bay,UNB-3,UNB-3-15-20,14,gray,,Non-Fiber,2.017,1.26,0,2.017,1916.15,2017,2117.85,1197,1260,1323,20.17,1018.585,1323,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.70E-09,46262548.4,2588652291,3706934273,4.20E-02,2.61E+00,6.30E+00,
PE,fragment,poly(ethylene),fragment,UNB-3-15-20-1000um_C_26,Upper Newport Bay,UNB-3,UNB-3-15-20,26,green,,Non-Fiber,0.637,0.536,0,0.637,605.15,637,668.85,509.2,536,562.8,6.37,321.685,562.8,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.70E-09,1962866.96,109833553,211854117,1.78E-03,1.11E-01,3.60E-01,
PE,fragment,poly(ethylene),fragment,UNB-3-15-20-1000um_C_33,Upper Newport Bay,UNB-3,UNB-3-15-20,33,white,,Non-Fiber,4.207,1.421,0,4.207,3996.65,4207,4417.35,1349.95,1421,1492.05,42.07,731.535,1421,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.70E-09,226979331,4373223766,9365678943,2.06E-01,4.42E+00,1.59E+01,
PE,fragment,poly(ethylene),fragment,UNB-3-15-20-1000um_E_6,Upper Newport Bay,UNB-3,UNB-3-15-20,6,white,,Non-Fiber,1.031,0.737,0,1.031,979.45,1031,1082.55,700.15,737,773.85,10.31,520.655,773.85,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.70E-09,7070205.37,395618140,648278380,6.42E-03,4.00E-01,1.10E+00,
