Material,Morphology,Material (Raw Data),Morphology (Raw Data),Unique_ID,Site,Location,Sample,Particle.x,Color,Plastic.or.not..morphology.,X1st.Order.Morph,Feret,MinFeret,Length,Length..mm.,Min Length (microns),Length (microns),Max Length (microns),Min Width (microns),Width (microns),Max Width (microns),Min Height (Microns),Height (microns),Max Height (Microns),Polymer.Class..openspecy.,Polymer..openspecy.,Min Density (mg/microns3),Density (mg/microns3),Max Density (mg/microns3),Min Volume (microns3),Volume (microns3),Max Volume (microns3),Min Mass (mg),Mass (mg),Max Mass (mg)
NA,fiber,,fiber,SUB-3-9-250um_S1_B_84,Middle Newport Bay,SUB-3-9,SUB-3-9-S1,84,black,,Fiber,1.273,0.406,1.873,1.873,1779.35,1873,1966.65,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,3.31E+05,4.10E+05,6.12E+05,4.14E-04,5.17E-04,7.84E-04
NA,fiber,,fiber,SUB-4-11-250um_S1_C_54,Lower Harbor,SUB-4-11,SUB-4-11-S1,54,gray,,Fiber,0.962,0.399,1.873,1.873,1779.35,1873,1966.65,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,3.31E+05,4.10E+05,6.12E+05,4.14E-04,5.17E-04,7.84E-04
NA,fiber,,fiber,SUB-2-2_G-01-250-500um_S1_A_25,Basin II,SUB-2-2,SUB-2-2-S1,25,blue,,Fiber,1.563,0.333,1.874,1.874,1780.3,1874,1967.7,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,3.31E+05,4.10E+05,6.13E+05,4.14E-04,5.17E-04,7.84E-04
NA,fiber,,fiber,SUB-4-7-250um_S1_B_44,Lower Harbor,SUB-4-7,SUB-4-7-S1,44,blue,,Fiber,1.056,0.273,1.874,1.874,1780.3,1874,1967.7,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,3.31E+05,4.10E+05,6.13E+05,4.14E-04,5.17E-04,7.84E-04
NA,fiber,,fiber,SUB-4-9-250um_S2_B_20,Lower Harbor,SUB-4-9,SUB-4-9-S2,20,blue,,Fiber,1.701,0.291,1.875,1.875,1781.25,1875,1968.75,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,3.31E+05,4.11E+05,6.13E+05,4.14E-04,5.17E-04,7.84E-04
NA,fiber,,fiber,SUB-4-1-250um_S1_F_46,Lower Harbor,SUB-4-1,SUB-4-1-S1,46,black,,Fiber,1.614,0.323,1.876,1.876,1782.2,1876,1969.8,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,3.32E+05,4.11E+05,6.13E+05,4.14E-04,5.18E-04,7.85E-04
NA,fiber,,fiber,SUB-4-9-250um_S2_A_78,Lower Harbor,SUB-4-9,SUB-4-9-S2,78,translucent,,Fiber,1.696,0.237,1.876,1.876,1782.2,1876,1969.8,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,3.32E+05,4.11E+05,6.13E+05,4.14E-04,5.18E-04,7.85E-04
NA,fiber,,fiber,SUB-4-7-250um_S1_A_91,Lower Harbor,SUB-4-7,SUB-4-7-S1,91,translucent,,Fiber,0.995,0.738,1.877,1.877,1783.15,1877,1970.85,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,3.32E+05,4.11E+05,6.13E+05,4.15E-04,5.18E-04,7.85E-04
NA,fiber,,fiber,SUB-4-7-250um_S2_C_72,Lower Harbor,SUB-4-7,SUB-4-7-S2,72,translucent,,Fiber,1.563,0.431,1.877,1.877,1783.15,1877,1970.85,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,3.32E+05,4.11E+05,6.13E+05,4.15E-04,5.18E-04,7.85E-04
NA,fiber,,fiber,SUB-2-6_G-01-250-500um_S1_B_19,Basin II,SUB-2-6,SUB-2-6-S1,19,gray,,Fiber,0.882,0.692,1.878,1.878,1784.1,1878,1971.9,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,3.32E+05,4.11E+05,6.14E+05,4.15E-04,5.18E-04,7.86E-04
NA,fiber,,fiber,SUB-4-9-250um_S1_A_17,Lower Harbor,SUB-4-9,SUB-4-9-S1,17,gray,,Fiber,1.262,0.53,1.879,1.879,1785.05,1879,1972.95,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,3.32E+05,4.12E+05,6.14E+05,4.15E-04,5.19E-04,7.86E-04
NA,fiber,,fiber,SUB-2-3-G_01 (500-1mm)_S1-_A_45,Basin II,SUB-2-3,SUB-2-3-S1,45,gray,,Fiber,1.78,0.205,1.881,1.881,1786.95,1881,1975.05,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,3.32E+05,4.12E+05,6.15E+05,4.16E-04,5.19E-04,7.87E-04
NA,fiber,,fiber,SUB-4-4-250um_S1_A_38,Lower Harbor,SUB-4-4,SUB-4-4-S1,38,black,,Fiber,1.612,0.349,1.882,1.882,1787.9,1882,1976.1,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,3.33E+05,4.12E+05,6.15E+05,4.16E-04,5.19E-04,7.87E-04
NA,fiber,,fiber,SUB-4-7-250um_S1_A_28,Lower Harbor,SUB-4-7,SUB-4-7-S1,28,blue,,Fiber,1.295,0.42,1.882,1.882,1787.9,1882,1976.1,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,3.33E+05,4.12E+05,6.15E+05,4.16E-04,5.19E-04,7.87E-04
NA,fiber,,fiber,SUB-3-7-250um_S1_A_2,Middle Newport Bay,SUB-3-7,SUB-3-7-S1,2,pink,,Fiber,1.087,0.616,1.883,1.883,1788.85,1883,1977.15,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,3.33E+05,4.12E+05,6.15E+05,4.16E-04,5.20E-04,7.88E-04
NA,fiber,,fiber,SUB-3-7-500um_S1_B_14,Middle Newport Bay,SUB-3-7,SUB-3-7-S1,14,blue,,Fiber,1.646,0.31,1.885,1.885,1790.75,1885,1979.25,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,3.33E+05,4.13E+05,6.16E+05,4.16E-04,5.20E-04,7.89E-04
NA,fiber,,fiber,SUB-4-7-250um_S1_B_22,Lower Harbor,SUB-4-7,SUB-4-7-S1,22,translucent,,Fiber,1.126,0.619,1.885,1.885,1790.75,1885,1979.25,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,3.33E+05,4.13E+05,6.16E+05,4.16E-04,5.20E-04,7.89E-04
Polylactic acid,fiber,polylactic acid,fiber,SUB-4-7-1000um_S2_A_14,Lower Harbor,SUB-4-7,SUB-4-7-S2,14,gray,,Fiber,1.662,0.362,1.887,1.887,1792.65,1887,1981.35,15,16.7,20.4,15,16.7,20.4,poly(esters/ethers/diglycidylethers/terephthalates)s,polylactic acid,1.23E-09,1.26E-09,1.29E-09,3.33E+05,4.13E+05,6.17E+05,4.10E-04,5.21E-04,7.96E-04
NA,fiber,,fiber,SUB-4-7-250um_S1_A_14,Lower Harbor,SUB-4-7,SUB-4-7-S1,14,pink,,Fiber,1.045,0.658,1.887,1.887,1792.65,1887,1981.35,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,3.33E+05,4.13E+05,6.17E+05,4.17E-04,5.21E-04,7.89E-04
NA,fiber,,fiber,SUB-4-5-250um_S1_A_22,Lower Harbor,SUB-4-5,SUB-4-5-S1,22,blue,,Fiber,1.612,0.27,1.888,1.888,1793.6,1888,1982.4,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,3.34E+05,4.14E+05,6.17E+05,4.17E-04,5.21E-04,7.90E-04
NA,fiber,,fiber,SUB-4-9-250um_S2_B_48,Lower Harbor,SUB-4-9,SUB-4-9-S2,48,pink,,Fiber,0.89,0.735,1.888,1.888,1793.6,1888,1982.4,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,3.34E+05,4.14E+05,6.17E+05,4.17E-04,5.21E-04,7.90E-04
NA,fiber,,fiber,SUB-4-7-250um_S2_C_3,Lower Harbor,SUB-4-7,SUB-4-7-S2,3,gray,,Fiber,1.725,0.258,1.89,1.89,1795.5,1890,1984.5,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,3.34E+05,4.14E+05,6.18E+05,4.17E-04,5.22E-04,7.91E-04
NA,fiber,,fiber,SUB-3-9-250um_S1_A_35,Middle Newport Bay,SUB-3-9,SUB-3-9-S1,35,gray,,Fiber,1.285,0.334,1.892,1.892,1797.4,1892,1986.6,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,3.34E+05,4.14E+05,6.18E+05,4.18E-04,5.22E-04,7.92E-04
NA,fiber,,fiber,SUB-4-1-250um_S1_C_44,Lower Harbor,SUB-4-1,SUB-4-1-S1,44,translucent,,Fiber,0.706,0.399,1.892,1.892,1797.4,1892,1986.6,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,3.34E+05,4.14E+05,6.18E+05,4.18E-04,5.22E-04,7.92E-04
NA,fiber,,fiber,SUB-1-6-01-250-500um_S1_A_1,Basin I/III,SUB-1-6,SUB-1-6-S1,1,clear,,Fiber,1.457,0.42,1.892,1.892,1797.4,1892,1986.6,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,3.34E+05,4.14E+05,6.18E+05,4.18E-04,5.22E-04,7.92E-04
NA,fiber,,fiber,SUB-3-9-250um_S1_C_83,Middle Newport Bay,SUB-3-9,SUB-3-9-S1,83,pink,,Fiber,1.689,0.22,1.893,1.893,1798.35,1893,1987.65,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,3.35E+05,4.15E+05,6.19E+05,4.18E-04,5.22E-04,7.92E-04
NA,fiber,,fiber,SUB-4-4-250um_S1_B_11,Lower Harbor,SUB-4-4,SUB-4-4-S1,11,translucent,,Fiber,0.686,0.443,1.893,1.893,1798.35,1893,1987.65,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,3.35E+05,4.15E+05,6.19E+05,4.18E-04,5.22E-04,7.92E-04
NA,fiber,,fiber,SUB-4-10-250um_S2_A_48,Lower Harbor,SUB-4-10,SUB-4-10-S2,48,gray,,Fiber,1.717,0.291,1.894,1.894,1799.3,1894,1988.7,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,3.35E+05,4.15E+05,6.19E+05,4.18E-04,5.23E-04,7.92E-04
NA,fiber,,fiber,SUB-4-4-250um_S1_A_55,Lower Harbor,SUB-4-4,SUB-4-4-S1,55,gray,,Fiber,0.962,0.644,1.895,1.895,1800.25,1895,1989.75,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,3.35E+05,4.15E+05,6.19E+05,4.19E-04,5.23E-04,7.93E-04
NA,fiber,,fiber,SUB-4-5-250um_S1_B_18,Lower Harbor,SUB-4-5,SUB-4-5-S1,18,gray,,Fiber,1.457,0.312,1.895,1.895,1800.25,1895,1989.75,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,3.35E+05,4.15E+05,6.19E+05,4.19E-04,5.23E-04,7.93E-04
NA,fiber,,fiber,SUB-3-3-250um_S1_C_41,Middle Newport Bay,SUB-3-3,SUB-3-3-S1,41,black,,Fiber,1.13,0.424,1.897,1.897,1802.15,1897,1991.85,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,3.35E+05,4.16E+05,6.20E+05,4.19E-04,5.24E-04,7.94E-04
NA,fiber,,fiber,SUB-4-7-250um_S2_C_79,Lower Harbor,SUB-4-7,SUB-4-7-S2,79,translucent,,Fiber,1.78,0.277,1.897,1.897,1802.15,1897,1991.85,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,3.35E+05,4.16E+05,6.20E+05,4.19E-04,5.24E-04,7.94E-04
NA,fiber,,fiber,SUB-4-9-250um_S2_B_17,Lower Harbor,SUB-4-9,SUB-4-9-S2,17,gray,,Fiber,1.795,0.19,1.897,1.897,1802.15,1897,1991.85,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,3.35E+05,4.16E+05,6.20E+05,4.19E-04,5.24E-04,7.94E-04
PET,fiber,poly(ethylene terephthalate),fiber,SUB-2-6-G_01 (500um-1mm)_S1-0_A_23,Basin II,SUB-2-6,SUB-2-6-S1,23,blue,,Fiber,0.761,0.458,1.898,1.898,1803.1,1898,1992.9,15,16.7,20.4,15,16.7,20.4,poly(esters/ethers/diglycidylethers/terephthalates)s,poly(ethylene terephthalate),1.44E-09,1.45E-09,1.46E-09,3.35E+05,4.16E+05,6.20E+05,4.83E-04,6.03E-04,9.06E-04
NA,fiber,,fiber,SUB-3-3-250um_S1_A_42,Middle Newport Bay,SUB-3-3,SUB-3-3-S1,42,blue,,Fiber,1.003,0.675,1.899,1.899,1804.05,1899,1993.95,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,3.36E+05,4.16E+05,6.21E+05,4.19E-04,5.24E-04,7.94E-04
NA,fiber,,fiber,SUB-4-1-250um_S1_D_38,Lower Harbor,SUB-4-1,SUB-4-1-S1,38,red,,Fiber,1.745,0.232,1.899,1.899,1804.05,1899,1993.95,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,3.36E+05,4.16E+05,6.21E+05,4.19E-04,5.24E-04,7.94E-04
NA,fiber,,fiber,SUB-3-3-250um_S1_B_49,Middle Newport Bay,SUB-3-3,SUB-3-3-S1,49,translucent,,Fiber,1.652,0.347,1.9,1.9,1805,1900,1995,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,3.36E+05,4.16E+05,6.21E+05,4.20E-04,5.24E-04,7.95E-04
NA,fiber,,fiber,SUB-1-6_01 (500um-1mm)_S1-0_A_2,Basin I/III,SUB-1-6,SUB-1-6-S1,2,black,,Fiber,1.801,0.127,1.9,1.9,1805,1900,1995,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,3.36E+05,4.16E+05,6.21E+05,4.20E-04,5.24E-04,7.95E-04
NA,fiber,,fiber,SUB-2-2-G_01 (500-1mm)_S1-_B_66,Basin II,SUB-2-2,SUB-2-2-S1,66,black,,Fiber,1.588,0.299,1.9,1.9,1805,1900,1995,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,3.36E+05,4.16E+05,6.21E+05,4.20E-04,5.24E-04,7.95E-04
NA,fiber,,fiber,SUB-1-2-01-250-500um_S1_B_34,Basin I/III,SUB-1-2,SUB-1-2-S1,34,blue,,Fiber,1.334,0.541,1.901,1.901,1805.95,1901,1996.05,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,3.36E+05,4.16E+05,6.21E+05,4.20E-04,5.25E-04,7.95E-04
NA,fiber,,fiber,SUB-1-7-01-250-500um_S1_A_12,Basin I/III,SUB-1-7,SUB-1-7-S1,12,blue,,Fiber,1.572,0.307,1.901,1.901,1805.95,1901,1996.05,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,3.36E+05,4.16E+05,6.21E+05,4.20E-04,5.25E-04,7.95E-04
NA,fiber,,fiber,SUB-4-7-250um_S1_B_41,Lower Harbor,SUB-4-7,SUB-4-7-S1,41,blue,,Fiber,1.276,0.548,1.901,1.901,1805.95,1901,1996.05,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,3.36E+05,4.16E+05,6.21E+05,4.20E-04,5.25E-04,7.95E-04
NA,fiber,,fiber,SUB-3-9-500um_S1_B_5,Middle Newport Bay,SUB-3-9,SUB-3-9-S1,5,blue,,Fiber,1.615,0.316,1.902,1.902,1806.9,1902,1997.1,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,3.36E+05,4.17E+05,6.22E+05,4.20E-04,5.25E-04,7.96E-04
NA,fiber,,fiber,SUB-4-4-250um_S1_B_2,Lower Harbor,SUB-4-4,SUB-4-4-S1,2,blue,,Fiber,1.18,0.234,1.903,1.903,1807.85,1903,1998.15,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,3.36E+05,4.17E+05,6.22E+05,4.20E-04,5.25E-04,7.96E-04
NA,fiber,,fiber,SUB-4-7-250um_S1_B_72,Lower Harbor,SUB-4-7,SUB-4-7-S1,72,translucent,,Fiber,1.531,0.421,1.903,1.903,1807.85,1903,1998.15,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,3.36E+05,4.17E+05,6.22E+05,4.20E-04,5.25E-04,7.96E-04
NA,fiber,,fiber,SUB-4-9-250um_S1_B_95,Lower Harbor,SUB-4-9,SUB-4-9-S1,95,pink,,Fiber,1.383,0.475,1.904,1.904,1808.8,1904,1999.2,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,3.36E+05,4.17E+05,6.22E+05,4.21E-04,5.25E-04,7.97E-04
